Complex_i,cn_IE,cn_EA,cn_ST,cn_mu,cn_alpha,cn_HOMO,cn_LUMO,cn_gap,cn_R2,cn_ZPVE,cn_U0,cn_U,cn_H,cn_G,cn_Cv,cn_w1,nn_IE,nn_EA,nn_ST,nn_mu,nn_alpha,nn_HOMO,nn_LUMO,nn_gap,nn_R2,nn_ZPVE,nn_U0,nn_U,nn_H,nn_G,nn_Cv,nn_w1
CN111_NN6,6.601901702,2.205518529,2.901483554,2.73,188.4,-6.833054654,-1.855001138,4.978053516,9468.4787,4870.160231,-159.6489464,-159.2099721,-159.1842845,-160.9464948,60.786,3232.606,6.313775834,1.630657921,3.041580576,5.6431,268.15,-6.544613814,-1.24492155,5.299692264,7555.7841,10447.6798,-206.6548766,-206.1241999,-206.0985123,-207.9564523,77.685,3235.2976
